GPIN,PIN_ALL,PIN_Count,Oldest_Structure,Largest_Structure_SqFT,UseCode_All,Max_UseCodeRisk,Source_All
14205,22A003230,1,2009,NA,Single Family,1,Residential
14206,22A003240,1,2008,NA,Single Family,1,Residential
14207,22A003190,1,2008,NA,Single Family,1,Residential
14208,22A003180,1,2007,NA,Single Family,1,Residential
14209,22A003170,1,2007,NA,Single Family,1,Residential
1421,410047000,1,1946,NA,Single Family,1,Residential
14210,22A003160,1,2007,NA,Single Family,1,Residential
14211,22A003100,1,2006,NA,Single Family,1,Residential
14212,22A003200,1,2006,NA,Single Family,1,Residential
14213,22A003300,1,2007,NA,Single Family,1,Residential
14214,22A003400,1,2007,NA,Single Family,1,Residential
14215,22A003301,1,2008,NA,Single Family,1,Residential
14216,22A003320,1,2008,NA,Single Family,1,Residential
14217,22A003310,1,2007,NA,Single Family,1,Residential
14218,22A003330,1,2007,NA,Single Family,1,Residential
14219,22A003350,1,2006,NA,Single Family,1,Residential
1422,410048000,1,1946,NA,Single Family,1,Residential
14220,22A003360,1,2007,NA,Single Family,1,Residential
14222,22A003340,1,2007,NA,Single Family,1,Residential
14223,22A003140,1,2006,NA,Single Family,1,Residential
14224,22A003150,1,2007,NA,Single Family,1,Residential
14225,22A003280,1,2007,NA,Single Family,1,Residential
14226,22A003270,1,2007,NA,Single Family,1,Residential
14227,22A003260,1,2008,NA,Single Family,1,Residential
14228,22A003250,1,2007,NA,Single Family,1,Residential
14229,22A003600,1,2007,NA,Single Family,1,Residential
1423,390052000,1,1931,NA,Single Family,1,Residential
14230,22A003700,1,2007,NA,Single Family,1,Residential
14231,22A003800,1,2007,NA,Single Family,1,Residential
14232,22A003900,1,2007,NA,Single Family,1,Residential
14233,22A003101,1,2010,NA,Single Family,1,Residential
14234,22A003130,1,2007,NA,Single Family,1,Residential
14235,22A003120,1,2006,NA,Single Family,1,Residential
14236,22A003110,1,2006,NA,Single Family,1,Residential
14238,22A003201,1,2008,NA,Single Family,1,Residential
14240,18A125000,1,2007,NA,Single Family,1,Residential
14241,18A157000,1,2014,NA,Single Family,1,Residential
14242,18A158000,1,2007,NA,Single Family,1,Residential
14243,18A159000,1,2016,NA,Single Family,1,Residential
14244,18A056000,1,2006,NA,Single Family,1,Residential
14245,18A057000,1,2007,NA,Single Family,1,Residential
14246,18A061000,1,2009,NA,Single Family,1,Residential
14247,18A060000,1,2007,NA,Single Family,1,Residential
14248,18A059000,1,2007,NA,Single Family,1,Residential
14249,18A058000,1,2007,NA,Single Family,1,Residential
1425,410049000,1,1946,NA,Single Family,1,Residential
14250,18A062000,1,2009,NA,Single Family,1,Residential
14251,18A063000,1,2010,NA,Single Family,1,Residential
14252,18A065000,1,2011,NA,Single Family,1,Residential
14253,18A064000,1,2010,NA,Single Family,1,Residential
14254,18A069000,1,2012,NA,Single Family,1,Residential
14255,18A068000,1,2012,NA,Single Family,1,Residential
14256,18A067000,1,2012,NA,Single Family,1,Residential
14257,18A066000,1,2011,NA,Single Family,1,Residential
14258,18A070000,1,2013,NA,Single Family,1,Residential
14259,18A071000,1,2013,NA,Single Family,1,Residential
1426,410050000,1,1946,NA,Single Family,1,Residential
14260,18A072000,1,2014,NA,Single Family,1,Residential
14261,18A073000,1,2014,NA,Single Family,1,Residential
14262,18A091000,1,2018,NA,Single Family,1,Residential
14263,18A090000,1,2018,NA,Single Family,1,Residential
14264,18A089000,1,2018,NA,Single Family,1,Residential
14265,18A088000,1,2018,NA,Single Family,1,Residential
14266,18A087000,1,2018,NA,Single Family,1,Residential
14267,18A086000,1,2017,NA,Single Family,1,Residential
14268,18A085000,1,2017,NA,Single Family,1,Residential
14269,18A084000,1,2017,NA,Single Family,1,Residential
14270,18A074000,1,2014,NA,Single Family,1,Residential
14271,18A075000,1,2014,NA,Single Family,1,Residential
14272,18A076B00,1,2014,NA,Single Family,1,Residential
14273,18A077B00,1,2014,NA,Single Family,1,Residential
14274,18A078000,1,2015,NA,Single Family,1,Residential
14275,18A079000,1,2016,NA,Single Family,1,Residential
14276,18A080000,1,2016,NA,Single Family,1,Residential
14277,18A083000,1,2017,NA,Single Family,1,Residential
14278,18A081000,1,2016,NA,Single Family,1,Residential
14279,18A082000,1,2016,NA,Single Family,1,Residential
1428,400014000,1,1946,NA,Single Family,1,Residential
14280,18A099000,1,NA,NA,Vacant Land,0,Residential
14281,18A098000,1,NA,NA,Vacant Land,0,Residential
14282,18A097000,1,NA,NA,Vacant Land,0,Residential
14283,18A094000,1,NA,NA,Vacant Land,0,Residential
14284,18A093000,1,2018,NA,Single Family,1,Residential
14285,18A096000,1,NA,NA,Vacant Land,0,Residential
14286,18A095000,1,NA,NA,Vacant Land,0,Residential
14287,18A124000,1,2009,NA,Single Family,1,Residential
14288,18A123000,1,2009,NA,Single Family,1,Residential
14289,18A122000,1,2010,NA,Single Family,1,Residential
1429,410037000,1,1950,NA,Single Family,1,Residential
14290,18A121000,1,2010,NA,Single Family,1,Residential
14291,18A120000,1,2010,NA,Single Family,1,Residential
14292,18A119000,1,2010,NA,Single Family,1,Residential
14293,18A118000,1,2011,NA,Single Family,1,Residential
14294,18A117000,1,2011,NA,Single Family-1 Conversion,1,Residential
14295,18A116000,1,2012,NA,Single Family,1,Residential
14296,18A115000,1,2012,NA,Single Family,1,Residential
14297,18A114000,1,2013,NA,Single Family,1,Residential
14298,18A113000,1,2013,NA,Single Family,1,Residential
14299,18A112000,1,2013,NA,Single Family,1,Residential
143,43C082000,1,1964,NA,Single Family,1,Residential
1430,410046000,1,1941,NA,Single Family,1,Residential
14300,18A111000,1,2013,NA,Single Family-1 Conversion,1,Residential
14301,18A110000,1,2014,NA,Single Family,1,Residential
14302,18A109000,1,2014,NA,Single Family,1,Residential
14303,18A108000,1,2014,NA,Single Family,1,Residential
14304,18A107000,1,2016,NA,Single Family,1,Residential
14305,18A106000,1,2017,NA,Single Family,1,Residential
14306,18A105000,1,2017,NA,Single Family,1,Residential
14307,18A104000,1,2017,NA,Single Family,1,Residential
14308,18A103000,1,2017,NA,Single Family,1,Residential
14309,18A102000,1,20018,NA,Single Family,1,Residential
14310,18A101000,1,2018,NA,Single Family,1,Residential
14311,18A100000,1,2018,NA,Single Family,1,Residential
14312,18A160000,1,2015,NA,Single Family,1,Residential
14314,18A092000,1,NA,NA,Vacant Land,0,Residential
14319,600252100 | 600252100 | 6002521T0,3,2012,17187,Apartments 11-20 Units | Apartments 11-20 Units | Vacant Land,2,Commercial | Commercial | Residential
1432,410043000,1,1946,NA,Single Family,1,Residential
14324,590066000,1,2006,NA,Single Family,1,Residential
14325,100086000,1,NA,NA,Vacant Land,0,Residential
14326,170033100,1,2003,NA,Duplex,1,Residential
14327,040155100,1,2006,NA,Single Family,1,Residential
14328,210102100,1,2010,NA,Single Family,1,Residential
14329,210079100,1,2007,NA,Duplex,1,Residential
14331,18A146000,1,NA,NA,Vacant Land,0,Residential
14332,18A145000,1,NA,NA,Vacant Land,0,Residential
14333,18A136000,1,2013,NA,Single Family,1,Residential
14334,590374300,1,NA,NA,Vacant Land,0,Residential
14335,560040A00,1,2006,NA,Single Family,1,Residential
14336,510022000,1,2008,NA,Single Family,1,Residential
14337,350089100,1,NA,NA,Vacant Land,0,Residential
1434,410016000,1,1950,NA,Single Family,1,Residential
14340,18A131000,1,2006,NA,Single Family,1,Residential
14341,18A132000,1,2006,NA,Single Family,1,Residential
14342,18A133000,1,2006,NA,Single Family,1,Residential
14343,18A134000,1,2007,NA,Single Family,1,Residential
14344,18A135000,1,2007,NA,Single Family,1,Residential
14345,18A137000,1,2013,NA,Single Family,1,Residential
14347,18A138000,1,NA,NA,Vacant Land,0,Residential
14348,18A139000,1,NA,NA,Vacant Land,0,Residential
14349,18A142000,1,NA,NA,Vacant Land,0,Residential
1435,420045800,1,1952,NA,Single Family,1,Residential
14350,18A140000,1,NA,NA,Vacant Land,0,Residential
14351,18A141000,1,NA,NA,Vacant Land,0,Residential
14352,18A144000,1,NA,NA,Vacant Land,0,Residential
14353,18A147000,1,NA,NA,Vacant Land,0,Residential
14354,18A148000,1,NA,NA,Vacant Land,0,Residential
14355,18A151000,1,NA,NA,Vacant Land,0,Residential
14356,18A150000,1,NA,NA,Vacant Land,0,Residential
14357,18A149000,1,NA,NA,Vacant Land,0,Residential
14358,18A152000,1,2007,NA,Single Family,1,Residential
14359,18A153000,1,2006,NA,Single Family,1,Residential
1436,400023000,1,1941,NA,Single Family,1,Residential
14360,18A154000,1,2006,NA,Single Family,1,Residential
14361,18A155000,1,2015,NA,Single Family,1,Residential
14362,18A156000,1,2014,NA,Single Family,1,Residential
14363,230091000,1,2006,NA,Single Family,1,Residential
14364,230091100,1,2006,NA,Single Family,1,Residential
14365,230091200,1,2006,NA,Single Family,1,Residential
14366,230091300,1,2006,NA,Single Family,1,Residential
14367,230091400,1,2006,NA,Single Family,1,Residential
14368,230091500,1,2006,NA,Single Family,1,Residential
14369,090063000 | 090063000 | 090063000 | 090063000 | 090063000,5,1968,7878,Apartments over 20 units | Apartments over 20 units | Apartments over 20 units | Apartments over 20 units | Apartments over 20 units,2,Commercial | Commercial | Commercial | Commercial | Residential
1437,410042000,1,1989,NA,Single Family,1,Residential
14370,25A121000,1,2006,NA,Single Family Attached,2,Residential
14371,25A123000,1,2006,NA,Single Family Attached,2,Residential
14372,25A122000,1,2006,NA,Single Family Attached,2,Residential
14373,25A124000,1,2006,NA,Single Family Attached,2,Residential
14374,25A125000,1,2007,NA,Single Family Attached,2,Residential
14375,25A126000,1,2007,NA,Single Family Attached,2,Residential
14376,25A128000,1,2007,NA,Single Family Attached,2,Residential
14377,490055200,1,2006,NA,Single Family,1,Residential
14379,480092100,1,2009,NA,Single Family,1,Residential
1438,390050000,1,1956,NA,Single Family,1,Residential
14380,590374A00,1,2009,NA,Single Family,1,Residential
14381,590374B00,1,2008,NA,Single Family,1,Residential
14382,590374C00,1,2007,NA,Single Family,1,Residential
14383,590374D00,1,2008,NA,Single Family,1,Residential
14384,590374E00,1,2008,NA,Single Family,1,Residential
14385,590374F00,1,2008,NA,Single Family,1,Residential
14386,590374G00,1,2009,NA,Single Family,1,Residential
14387,590374H00,1,2015,NA,Single Family,1,Residential
14388,590374I00,1,2011,NA,Single Family,1,Residential
14389,590374J00,1,2011,NA,Single Family,1,Residential
1439,390009000,1,1933,NA,Single Family,1,Residential
14390,590374000 | 590374000,2,0,NA,Vacant Land | Vacant Land,0,Residential | Residential
14391,590374U00,1,2007,NA,Single Family,1,Residential
14392,25A127000,1,2007,NA,Single Family Attached,2,Residential
14393,25A129000,1,2007,NA,Single Family Attached,2,Residential
14394,25A130000,1,2007,NA,Single Family Attached,2,Residential
14395,25A131000,1,2007,NA,Single Family Attached,2,Residential
14396,25A132000,1,2007,NA,Single Family Attached,2,Residential
14397,25A133000,1,2007,NA,Single Family Attached,2,Residential
14398,25A134000,1,2007,NA,Single Family Attached,2,Residential
14399,25A135000,1,2007,NA,Single Family Attached,2,Residential
144,43C011000,1,1960,NA,Single Family,1,Residential
1440,010004000 | 010004000 | 010004000 | 010004000,4,1952,11545,Neighborhood Shopping Ctr. | Neighborhood Shopping Ctr. | Neighborhood Shopping Ctr. | Neighborhood Shopping Ctr.,2,Commercial | Commercial | Commercial | Commercial
14400,25A136000,1,2007,NA,Single Family Attached,2,Residential
14401,25A137000,1,2007,NA,Single Family Attached,2,Residential
14406,590374T00,1,2007,NA,Single Family,1,Residential
14407,590374S00,1,2008,NA,Single Family,1,Residential
14408,590374R00,1,2008,NA,Single Family,1,Residential
14409,590374Q00,1,2008,NA,Single Family,1,Residential
1441,390003000,1,1979,NA,Single Family,1,Residential
14410,590374P00,1,2008,NA,Single Family,1,Residential
14411,590374O00,1,2008,NA,Single Family,1,Residential
14413,590374N00,1,2009,NA,Single Family,1,Residential
14414,590374M00,1,2009,NA,Single Family,1,Residential
14415,590374L00,1,2010,NA,Single Family,1,Residential
14416,590374K00,1,2010,NA,Single Family,1,Residential
14418,22A002170,1,2007,NA,Single Family Attached,2,Residential
14419,22A002160,1,2007,NA,Single Family Attached,2,Residential
1442,410041000,1,1942,NA,Single Family,1,Residential
14420,22A002530,1,2008,NA,Single Family Attached,2,Residential
14421,22A002601,1,2009,NA,Single Family Attached,2,Residential
14422,22A002610,1,2009,NA,Single Family Attached,2,Residential
14424,22A002380,1,2008,NA,Single Family Attached,2,Residential
14425,22A002370,1,2008,NA,Single Family Attached,2,Residential
14426,22A002360,1,2008,NA,Single Family Attached,2,Residential
14427,22A002390,1,2008,NA,Single Family Attached,2,Residential
14428,22A002940,1,2007,NA,Single Family Attached,2,Residential
14429,22A002930,1,2007,NA,Single Family Attached,2,Residential
1443,390012000,1,1954,NA,Single Family,1,Residential
14430,22A002920,1,2007,NA,Single Family Attached,2,Residential
14431,22A002720,1,2007,NA,Single Family Attached,2,Residential
14432,22A002730,1,2007,NA,Single Family Attached,2,Residential
14433,22A002740,1,2007,NA,Single Family Attached,2,Residential
14434,22A002750,1,2007,NA,Single Family Attached,2,Residential
14435,22A002760,1,2007,NA,Single Family Attached,2,Residential
14436,22A002770,1,2007,NA,Single Family Attached,2,Residential
14437,22A002780,1,2007,NA,Single Family Attached,2,Residential
14438,22A002790,1,2007,NA,Single Family Attached,2,Residential
14439,22A002801,1,2007,NA,Single Family Attached,2,Residential
1444,410040000,1,1946,NA,Single Family,1,Residential
14440,22A002540,1,2009,NA,Single Family Attached,2,Residential
14441,22A002520,1,2008,NA,Single Family Attached,2,Residential
14442,22A002510,1,2008,NA,Single Family Attached,2,Residential
14443,22A002501,1,2008,NA,Single Family Attached,2,Residential
14444,22A002490,1,2008,NA,Single Family Attached,2,Residential
14445,22A002480,1,2008,NA,Single Family Attached,2,Residential
14446,22A002470,1,2008,NA,Single Family Attached,2,Residential
14447,22A002460,1,2008,NA,Single Family Attached,2,Residential
14448,22A002450,1,2008,NA,Single Family Attached,2,Residential
14449,22A002550,1,2009,NA,Single Family Attached,2,Residential
1445,400033000,1,1945,NA,Single Family,1,Residential
